DATEPRD,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_GAS_VOL,BORE_WAT_VOL,Injection Hours F-4,Water Injection F-4,Injection Hours F-5,Water Injection F-5,Total Water Injection,BORE_OIL_VOL
01-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Oct-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Nov-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Dec-07,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Jan-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Feb-08,5599,15/9-F-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Feb-08,5599,15/9-F-12,11.5,308.056,104.418,201.25,18.64,14.48443,106.806,16.295,92.475,38889,385,0,0,0,0,0,285
13-Feb-08,5599,15/9-F-12,24,303.034,105.403,182.145,16.467,22.83299,120.889,53.374,89.62,285246,7,0,0,0,0,0,1870
14-Feb-08,5599,15/9-F-12,22.5,295.586,105.775,181.868,12.66,31.24997,113.718,72.738,80.12,509955,1,0,0,0,0,0,3124
15-Feb-08,5599,15/9-F-12,23.15,297.663,105.752,180.832,5.264,28.51893,116.831,69.996,84.251,383427,1,0,0,0,0,0,2608
16-Feb-08,5599,15/9-F-12,24,295.936,105.811,180.501,12.385,30.2279,115.434,71.518,82.359,418474,5,0,0,0,0,0,3052
17-Feb-08,5599,15/9-F-12,24,295.552,105.831,180.346,14.385,29.97405,115.206,73.642,82.169,422763,2,0,0,0,0,0,2983
18-Feb-08,5599,15/9-F-12,23,294.211,105.866,180.929,15.98,30.3084,113.282,74.16,80.263,413831,6,0,0,0,0,0,2981
19-Feb-08,5599,15/9-F-12,24,293.829,105.868,180.06,18.811,30.48698,113.769,74.902,81.275,429218,1,0,0,0,0,0,3046
20-Feb-08,5599,15/9-F-12,24,293.061,105.879,179.662,19.741,29.90702,113.4,73.039,80.774,442983,0,0,0,0,0,0,3057
21-Feb-08,5599,15/9-F-12,24,292.54,105.883,179.434,19.432,30.49301,113.106,71.737,79.975,423809,0,0,0,0,0,0,3030
22-Feb-08,5599,15/9-F-12,23.67,292.362,105.882,179.282,1.039,29.63448,113.079,72.327,79.948,397808,0,0,0,0,0,0,2908
23-Feb-08,5599,15/9-F-12,15.14,292.088,105.849,179.486,11.011,28.95718,112.603,69.597,79.162,252078,0,0,0,0,0,0,1852
24-Feb-08,5599,15/9-F-12,24,290.542,105.906,179.355,8.583,30.79962,111.187,73.193,77.932,442808,0,0,0,0,0,0,3127
25-Feb-08,5599,15/9-F-12,24,290.208,105.896,178.758,12.304,30.68344,111.45,73.108,78.257,439178,0,0,0,0,0,0,3046
26-Feb-08,5599,15/9-F-12,24,289.536,105.902,178.603,12.506,30.92304,110.934,72.308,77.723,446905,0,0,0,0,0,0,3047
27-Feb-08,5599,15/9-F-12,24,288.933,105.902,178.608,12.376,30.84932,110.326,74.702,77.128,445616,0,0,0,0,0,0,3036
28-Feb-08,5599,15/9-F-12,23.67,288.848,105.896,178.22,10.15,29.90044,110.629,73.451,77.465,424674,0,0,0,0,0,0,2972
29-Feb-08,5599,15/9-F-12,24,287.514,105.907,178.067,11.424,31.02388,109.447,73.396,76.212,450348,0,0,0,0,0,0,3071
01-Mar-08,5599,15/9-F-12,24,286.892,105.909,178.065,11.156,31.06188,108.827,74.604,75.573,447584,0,0,0,0,0,0,3068
02-Mar-08,5599,15/9-F-12,24,286.265,105.911,177.944,11.223,31.08744,108.321,75.218,74.762,446144,0,0,0,0,0,0,3067
03-Mar-08,5599,15/9-F-12,24,285.728,105.91,177.669,10.866,30.96447,108.059,75.124,74.361,443726,0,0,0,0,0,0,3044
04-Mar-08,5599,15/9-F-12,24,285.382,105.904,177.307,9.829,30.60221,108.075,74.281,74.441,430247,0,0,0,0,0,0,2983
05-Mar-08,5599,15/9-F-12,24,284.829,105.902,176.96,9.323,30.57649,107.869,72.5,74.262,437688,0,0,0,0,0,0,2967
06-Mar-08,5599,15/9-F-12,24,284.295,105.899,176.984,9.114,30.58881,107.31,75.002,73.375,432727,2,0,0,0,0,0,2951
07-Mar-08,5599,15/9-F-12,22.83,284.424,105.878,176.67,6.276,28.82496,107.754,71.042,73.568,391265,2,0,0,0,0,0,2657
08-Mar-08,5599,15/9-F-12,23,284.413,105.871,176.382,4.591,27.94825,108.031,69.252,73.795,365769,2,0,0,0,0,0,2578
09-Mar-08,5599,15/9-F-12,24,282.386,105.905,176.457,8.582,31.15911,105.93,73.138,71.562,427791,2,0,0,0,0,0,2997
10-Mar-08,5599,15/9-F-12,24,281.522,105.906,176.233,9.012,31.30501,105.29,73.336,71.062,440679,1,0,0,0,0,0,3021
11-Mar-08,5599,15/9-F-12,24,280.894,105.908,176.084,8.933,31.37003,104.811,73.971,71.283,450972,1,0,0,0,0,0,3010
12-Mar-08,5599,15/9-F-12,23.78,281.085,105.895,176.032,6.695,29.85867,105.053,73.89,71.868,418887,1,0,0,0,0,0,2794
13-Mar-08,5599,15/9-F-12,24,279.488,105.916,176.047,8.641,31.64254,103.441,75.309,70.451,458524,1,0,0,0,0,0,3059
14-Mar-08,5599,15/9-F-12,23.83,279.112,105.912,175.892,7.824,30.92678,103.219,75.172,70.393,428015,1,0,0,0,0,0,2965
15-Mar-08,5599,15/9-F-12,24,277.951,105.915,175.811,8.818,32.07412,102.14,76.262,69.867,454137,1,0,0,0,0,0,3131
16-Mar-08,5599,15/9-F-12,24,277.293,105.917,175.553,8.41,32.05167,101.739,76.004,69.813,454798,1,0,0,0,0,0,3135
17-Mar-08,5599,15/9-F-12,24,276.564,105.921,175.265,8.006,32.07362,101.299,75.245,69.322,470240,1,0,0,0,0,0,3143
18-Mar-08,5599,15/9-F-12,24,275.983,105.919,175.072,7.753,32.04644,100.911,75.376,69.074,425284,1,0,0,0,0,0,3132
19-Mar-08,5599,15/9-F-12,24,275.363,105.918,174.903,7.476,32.04522,100.46,75.593,69.105,454093,1,0,0,0,0,0,3140
20-Mar-08,5599,15/9-F-12,24,274.793,105.915,174.668,6.968,32.01249,100.124,74.678,68.918,467466,1,0,0,0,0,0,3157
21-Mar-08,5599,15/9-F-12,24,274.072,105.916,174.498,6.696,32.08725,99.574,75.356,68.253,458447,1,0,0,0,0,0,3192
22-Mar-08,5599,15/9-F-12,24,273.456,105.915,174.284,6.462,32.07839,99.172,75.319,67.795,458028,1,0,0,0,0,0,3172
23-Mar-08,5599,15/9-F-12,24,272.881,105.913,174.088,6.288,32.0607,98.793,75.353,67.405,466335,1,0,0,0,0,0,3160
24-Mar-08,5599,15/9-F-12,24,272.237,105.913,173.835,4.957,32.12839,98.402,74.812,67.011,468480,1,0,0,0,0,0,3153
25-Mar-08,5599,15/9-F-12,24,271.684,105.91,173.644,14.906,32.0421,98.039,74.959,66.661,406562,1,0,0,0,0,0,3131
26-Mar-08,5599,15/9-F-12,7.48,271.419,105.907,173.522,14.794,30.92542,97.897,75.26,66.578,113341,2,0,0,0,0,0,960
27-Mar-08,5599,15/9-F-12,0,283.71,104.03,282.532,0.603,0,1.178,6.731,1.164,0,0,0,0,0,0,0,0
28-Mar-08,5599,15/9-F-12,1.19,279.416,104.714,187.175,0.412,21.33333,92.241,24.1,68.207,48936,0,0,0,0,0,0,73
29-Mar-08,5599,15/9-F-12,24,271.468,105.87,174.191,6.744,32,97.277,69.262,65.742,509075,3,0,0,0,0,0,3137
30-Mar-08,5599,15/9-F-12,10.98,270.742,105.902,173.373,10.981,30.68261,97.369,73.106,66.019,137396,2,0,0,0,0,0,1431
31-Mar-08,5599,15/9-F-12,14.03,271.557,105.862,173.435,7.146,31,98.122,70.452,67.129,378533,2,0,0,0,0,0,1951
01-Apr-08,5599,15/9-F-12,24,270.36,105.889,172.928,11.469,29.81203,97.431,73.537,66.386,457837,3,0,0,0,0,0,3061
02-Apr-08,5599,15/9-F-12,24,269.645,105.894,172.986,12.75,31.81838,96.658,75.81,65.595,461809,3,0,0,0,0,0,3054
03-Apr-08,5599,15/9-F-12,24,268.862,105.897,172.745,13.189,32.00095,96.117,75.921,65.052,372986,3,0,0,0,0,0,3103
04-Apr-08,5599,15/9-F-12,24,268.18,105.897,172.49,13.273,32.0812,95.691,75.217,64.619,463717,3,0,0,0,0,0,3111
05-Apr-08,5599,15/9-F-12,24,267.456,105.895,172.316,13.266,32.20087,95.14,75.461,63.919,463530,3,0,0,0,0,0,3303
06-Apr-08,5599,15/9-F-12,24,266.855,105.887,172.067,13.261,32.2108,94.788,75.406,63.121,440906,153,0,0,0,0,0,3028
07-Apr-08,5599,15/9-F-12,24,266.476,105.872,171.737,13.149,32.03321,94.74,75.27,63.17,452369,152,0,0,0,0,0,2999
08-Apr-08,5599,15/9-F-12,24,265.9,105.861,171.356,13.064,32.04783,94.544,74.629,62.825,451030,4,0,0,0,0,0,3054
09-Apr-08,5599,15/9-F-12,24,265.395,105.853,171.178,12.986,32.00003,94.217,74.835,62.791,463595,5,0,0,0,0,0,3026
10-Apr-08,5599,15/9-F-12,24,264.921,105.846,171.109,12.916,31.25186,93.812,75.413,62.247,468712,4,0,0,0,0,0,3003
11-Apr-08,5599,15/9-F-12,24,264.334,105.84,170.712,12.716,31.94415,93.622,74.198,62.07,458937,10,0,0,0,0,0,3016
12-Apr-08,5599,15/9-F-12,12.98,264.008,105.838,170.859,12.549,30.88504,93.149,73.895,61.656,242280,3,0,0,0,0,0,1615
13-Apr-08,5599,15/9-F-12,4,268.096,105.48,174.478,2.114,25.82296,93.618,48.682,63.311,65731,2,0,0,0,0,0,430
14-Apr-08,5599,15/9-F-12,21.26,265.611,105.617,181.727,6.66,28.7635,83.884,64.021,56.138,413143,4,0,0,0,0,0,2579
15-Apr-08,5599,15/9-F-12,20.55,263.676,105.818,170.639,10.546,32.0605,93.037,74.167,61.284,400308,4,0,0,0,0,0,2494
16-Apr-08,5599,15/9-F-12,24,263.01,105.646,170.01,11.03,31.90408,93,74.464,61.322,462315,4,0,0,0,0,0,2848
17-Apr-08,5599,15/9-F-12,9.38,262.978,105.809,170.166,11.544,31.65348,92.812,74.871,61.079,184081,1,0,0,0,0,0,1121
18-Apr-08,5599,15/9-F-12,21.57,263.174,105.786,170.289,7.94,31.71874,92.884,72.28,61.137,372537,2,0,0,0,0,0,2448
19-Apr-08,5599,15/9-F-12,22.71,263.142,105.777,170.12,9.925,30.03349,93.021,73.227,61.733,383126,2,0,0,0,0,0,2514
20-Apr-08,5599,15/9-F-12,24,262.17,105.787,169.532,11.18,31.48322,92.639,75.046,61.001,418499,3,0,0,0,0,0,2753
