DATEPRD,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_GAS_VOL,BORE_WAT_VOL,Injection Hours F-4,Water Injection F-4,Injection Hours F-5,Water Injection F-5,Total Water Injection,BORE_OIL_VOL
08-Oct-09,5599,15/9-F-12,24,257.939,106.788,183.63,21.921,55.21491,74.309,81.82,41.225,636428,108,24,6458,24,7588,14046,4545
09-Oct-09,5599,15/9-F-12,24,258.344,106.784,183.504,22.011,54.67597,74.84,82.135,41.808,620759,133,24,5541,24,7202,12743,4421
10-Oct-09,5599,15/9-F-12,24,254.268,105.439,180.228,21.584,53.65323,74.04,80.17,41.474,622663,140,24,5540,24,7085,12625,4441
11-Oct-09,5599,15/9-F-12,24,258.233,106.782,183.472,22.009,54.73307,74.761,82.245,41.716,620058,150,24,5660,24,7173,12833,4426
12-Oct-09,5599,15/9-F-12,24,257.747,106.789,183.789,22.007,55.37482,73.958,82.583,40.893,623072,164,24,5044,24,7125,12169,4454
13-Oct-09,5599,15/9-F-12,21.75,258.175,106.783,183.392,21.824,52.8236,74.783,82.401,41.776,526029,520,19.67,4376,19.33,5423,9799,3766
14-Oct-09,5599,15/9-F-12,24,258.398,106.756,182.394,21.424,53.55954,76.004,80.886,43.088,599091,204,24,4120,24,6000,10120,4258
15-Oct-09,5599,15/9-F-12,23.17,262.741,106.686,181.887,19.307,45.56181,80.854,76.5,47.765,516545,668,18.33,5028,18.5,5888,10916,3551
16-Oct-09,5599,15/9-F-12,24,254.412,106.802,184.398,21.117,59.20931,70.013,82.364,36.477,656308,180,24,6560,24,5661,12221,4729
17-Oct-09,5599,15/9-F-12,6.49,253.228,106.829,185.116,21.724,58.0862,68.112,82.909,34.536,181700,2,6.16,1669,5.99,1399,3068,1377
18-Oct-09,5599,15/9-F-12,23.5,258.222,106.744,182.47,3.512,52.39205,75.752,78.3,42.526,585096,289,21.34,5971,7.18,1510,7481,4119
19-Oct-09,5599,15/9-F-12,24,256.929,106.748,182.179,5.31,53.76611,74.75,81.926,41.498,608788,170,17.33,4571,24,8297,12868,4335
20-Oct-09,5599,15/9-F-12,24,256.6,106.746,181.988,11.534,54.01077,74.612,81.066,41.376,607253,327,24,6499,24,6474,12973,4339
21-Oct-09,5599,15/9-F-12,24,256.489,106.747,181.849,14.148,54.00859,74.64,79.05,41.417,605896,341,19.83,6561,24,6877,13438,4333
22-Oct-09,5599,15/9-F-12,24,256.466,106.75,181.861,14.12,54.01376,74.605,78.996,41.38,605509,313,24,6464,24,7029,13493,4324
23-Oct-09,5599,15/9-F-12,7.99,254.632,106.789,183.063,14.261,53.89996,71.569,80.046,38.223,218604,113,24,5814,24,6582,12396,1587
24-Oct-09,5599,15/9-F-12,2.68,281.008,106.277,182.089,2.297,24.84367,98.919,46.395,74.428,32885,14,19.58,5487,19.58,5730,11217,167
25-Oct-09,5599,15/9-F-12,24.83,261.865,106.783,184.308,10.469,51.15358,77.558,75.845,45.036,585516,280,23.83,6068,24,6570,12638,4190
26-Oct-09,5599,15/9-F-12,24,260.704,106.786,183.578,14.367,52.15134,77.127,82.33,44.676,602824,357,24,6785,24,6828,13613,4307
27-Oct-09,5599,15/9-F-12,24,260.42,106.786,183.615,15.017,52.2164,76.806,82.557,44.352,603085,357,24,6852,24,7054,13906,4313
28-Oct-09,5599,15/9-F-12,24,260.019,106.794,183.675,15.03,52.58804,76.344,81.49,43.857,603774,359,24,6674,24,7052,13726,4348
29-Oct-09,5599,15/9-F-12,23.33,259.566,106.824,185.672,13.805,57.14225,73.894,78.751,42.867,593576,355,22.17,6291,22.33,6396,12687,4275
30-Oct-09,5599,15/9-F-12,24,253.399,106.908,187.285,15.38,65.98804,66.114,82.211,33.037,692871,409,24,6729,24,7023,13752,4958
31-Oct-09,5599,15/9-F-12,24,254.229,106.905,186.816,15.492,64.18691,67.413,81.973,34.41,676986,433,24,6538,24,7019,13557,4841
01-Nov-09,5599,15/9-F-12,24,254.045,106.914,186.999,15.49,64.25908,67.046,81.449,34.01,678487,414,24,6896,24,6874,13770,4852
02-Nov-09,5599,15/9-F-12,24,254.311,106.916,186.925,15.431,63.9103,67.387,80.833,34.336,675577,401,24,6948,24,6899,13847,4829
03-Nov-09,5599,15/9-F-12,24,254.321,106.922,187.045,15.465,63.82282,67.276,81.13,34.234,675254,380,24,6906,24,6977,13883,4817
04-Nov-09,5599,15/9-F-12,15.5,257.933,106.875,185.724,14.316,56.6043,72.21,79.188,39.479,445344,235,21.17,4630,21.17,4964,9594,3154
05-Nov-09,5599,15/9-F-12,24,258.324,106.864,184.944,14.946,56.64219,73.38,79.8,40.713,620795,345,24,6678,24,7042,13720,4435
06-Nov-09,5599,15/9-F-12,24,258.457,106.856,184.875,15.167,56.44965,73.582,81.004,40.931,617191,339,24,6869,24,6694,13563,4404
07-Nov-09,5599,15/9-F-12,24,258.031,106.865,185.353,15.353,57.26311,72.679,82.297,39.968,623010,363,24,7000,24,6702,13702,4448
08-Nov-09,5599,15/9-F-12,24,257.823,106.869,185.694,15.48,57.66962,72.129,83.115,39.418,625588,369,24,6898,24,6807,13705,4471
09-Nov-09,5599,15/9-F-12,23.33,260.217,106.848,184.851,14.707,52.67255,75.365,79.878,42.786,572180,350,22,6002,21.67,6280,12282,4090
10-Nov-09,5599,15/9-F-12,24,259.53,106.847,185.583,14.174,56.10077,73.947,81.003,41.266,594946,389,24,6621,24,6961,13582,4245
11-Nov-09,5599,15/9-F-12,24,258.279,106.874,185.377,15.25,56.532,72.901,81.744,40.222,617864,397,24,6834,24,6856,13690,4402
12-Nov-09,5599,15/9-F-12,24,258.142,106.876,185.378,15.097,56.93514,72.764,79.961,40.077,618895,416,24,6852,24,6845,13697,4409
13-Nov-09,5599,15/9-F-12,24,258.353,106.875,185.447,15.075,56.80531,72.906,80.762,40.203,623604,413,24,7312,24,6858,14170,4379
14-Nov-09,5599,15/9-F-12,24,258.063,106.884,185.718,15.13235714,57.36473,72.345,81.25,39.632,620426,411,24,6968,24,7180,14148,4413
15-Nov-09,5599,15/9-F-12,24,257.395,106.895,186.141,15.18971429,58.30999,71.254,81.533,38.507,626210,435,24,7237,24,7167,14404,4447
16-Nov-09,5599,15/9-F-12,24,256.242,106.915,186.785,15.24707143,60.35525,69.457,81.615,36.538,636383,394,24,6993,24,6879,13872,4517
17-Nov-09,5599,15/9-F-12,24,254.036,106.953,188.251,15.30442857,64.94339,65.785,81.356,32.393,666975,264,24,6779,24,6719,13498,4725
18-Nov-09,5599,15/9-F-12,24,253.018,106.978,189.073,15.36178571,67.05462,63.945,82.479,30.453,687647,399,24,6993,24,6898,13891,4875
19-Nov-09,5599,15/9-F-12,24,253.252,106.979,188.729,15.41914286,66.7075,64.523,81.183,31.081,684781,385,24,6811,24,6894,13705,4842
20-Nov-09,5599,15/9-F-12,23,258.435,106.92,187.48,15.4765,58.02438,70.956,78.438,37.86,564352,331,21.5,5945,21.33,5790,11735,4005
21-Nov-09,5599,15/9-F-12,24,253.368,106.981,188.952,15.53385714,66.73044,64.416,82.191,30.974,685493,401,24,6705,24,6896,13601,4847
22-Nov-09,5599,15/9-F-12,24,253.086,106.985,188.869,15.59121429,67.05327,64.217,81.627,30.755,683921,380,24,6516,24,6966,13482,4841
23-Nov-09,5599,15/9-F-12,21.5,256.618,106.937,187.886,15.64857143,60.94299,68.732,80.557,35.494,556602,315,21.58,5407,21.08,5878,11285,3930
24-Nov-09,5599,15/9-F-12,22.42,256.393,106.954,187.583,15.70592857,61.22139,68.81,80.263,35.404,585995,553,20.5,6195,20.67,6937,13132,4127
25-Nov-09,5599,15/9-F-12,24,252.727,106.995,188.161,15.76328571,67.11438,64.566,80.364,30.792,680811,171,24,6646,24,7112,13758,4837
26-Nov-09,5599,15/9-F-12,24,252.751,106.994,188.22,15.82064286,67.09705,64.531,79.862,30.582,692848,416,24,8022,24,7421,15443,4881
27-Nov-09,5599,15/9-F-12,24,252.836,107.002,188.876,15.878,66.04835,63.96,82.608,29.993,690194,382,24,7776,24,8459,16235,4865
28-Nov-09,5599,15/9-F-12,24,252.93,107.014,189.544,16.072,67.84285,63.386,83.742,29.424,688774,382,24,7560,24,8580,16140,4855
29-Nov-09,5599,15/9-F-12,24,252.253,107.032,190.33,16.027,70.09954,61.923,83.417,28.204,726587,414,23.5,7269,23.67,7993,15262,5013
30-Nov-09,5599,15/9-F-12,24,252.001,107.038,190.601,16.006,69.29445,61.4,83.452,27.693,714850,446,24,7607,24,8408,16015,5062
01-Dec-09,5599,15/9-F-12,24,252.171,107.041,190.482,16.076,70.52171,61.69,82.956,27.99,711209,409,24,7613,24,8536,16149,5031
02-Dec-09,5599,15/9-F-12,24,252.212,107.043,190.377,15.825,70.5235,61.835,81.322,28.125,714501,453,24,7790,24,8503,16293,5048
03-Dec-09,5599,15/9-F-12,24,252.125,107.045,190.418,15.76,70.71423,61.708,80.513,27.979,713782,448,24,7476,24,8538,16014,5044
04-Dec-09,5599,15/9-F-12,24,251.495,107.054,190.914,15.821,72.76745,60.581,81.62,26.796,774012,574,24,7759,24,8231,15990,5485
05-Dec-09,5599,15/9-F-12,24,253.411,107.034,189.897,15.81,69.45896,63.514,81.585,29.83,732245,536,24,7797,24,8199,15996,5190
06-Dec-09,5599,15/9-F-12,24,252.99,107.033,190.206,15.798,69.43213,62.785,81.322,29.113,744580,565,24,8138,24,7940,16078,5303
07-Dec-09,5599,15/9-F-12,24,251.512,107.06,191.039,15.922,72.92619,60.473,81.839,26.67,767621,578,24,8130,24,7933,16063,5468
08-Dec-09,5599,15/9-F-12,24,251.402,107.063,191.257,15.988,73.07949,60.145,82.865,26.347,785561,539,24,8219,24,7883,16102,5604
09-Dec-09,5599,15/9-F-12,24,251.435,107.065,191.11,16,72.90647,60.325,82.333,26.539,781601,551,24,8204,24,7875,16079,5601
10-Dec-09,5599,15/9-F-12,24,251.665,107.061,191.229,16.188,71.95349,60.435,83.846,26.664,773989,423,24,8130,24,7848,15978,5549
11-Dec-09,5599,15/9-F-12,24,251.862,107.055,191.095,16.27,70.91464,60.768,84.209,27.032,767199,350,24,8066,24,7833,15899,5480
12-Dec-09,5599,15/9-F-12,24,251.793,107.054,191.005,16.274,70.74211,60.789,84.159,27.062,763675,563,24,8014,24,7858,15872,5465
13-Dec-09,5599,15/9-F-12,23,253.186,107.04,191.136,15.704,68.15052,62.05,83.013,28.395,706497,599,24,7965,24,7866,15831,5050
14-Dec-09,5599,15/9-F-12,24,252.148,107.048,190.979,16.549,69.88956,61.169,83.945,27.453,754743,592,24,7892,24,7846,15738,5381
15-Dec-09,5599,15/9-F-12,24,252.187,107.043,191.03,16.375,70.57019,61.157,83.834,27.442,776432,581,24,7856,24,7859,15715,5367
16-Dec-09,5599,15/9-F-12,24,251.867,107.046,190.845,16.328,69.9416,61.022,83.403,27.307,749752,360,24,7667,24,8062,15729,5358
17-Dec-09,5599,15/9-F-12,22.86,252.179,107.044,190.813,16.077,68.83235,61.366,81.45,27.975,705592,552,23,6930,22.86,8073,15003,5018
18-Dec-09,5599,15/9-F-12,23.48,271.189,106.752,183.083,12.293,40.8418,88.106,73.804,55.781,348482,310,20.5,3162,20.31,3272,6434,2517
19-Dec-09,5599,15/9-F-12,15.03,250.041,107.047,191.368,16.117,73.50332,58.673,81.696,25.164,469681,447,24,2745,24,2246,4991,3378
20-Dec-09,5599,15/9-F-12,20.14,252.496,106.987,189.813,13.599,69.73197,62.683,80.278,29.156,583872,588,24,4387,23,2356,6743,4229
21-Dec-09,5599,15/9-F-12,24,247.853,107.026,190.201,16.138,76.15446,57.651,81.747,24.001,739005,701,24,5020,24,5278,10298,5347
22-Dec-09,5599,15/9-F-12,24,247.098,107.031,190.14,16.167,77.30219,56.958,81.524,23.293,743749,527,24,7223,24,7490,14713,5356
23-Dec-09,5599,15/9-F-12,24,248.066,107.025,189.755,16.315,73.54937,58.311,82.564,24.733,715681,605,24,7153,24,7615,14768,5154
24-Dec-09,5599,15/9-F-12,24,248.53,107.021,189.623,16.402,72.07573,58.907,83.115,25.372,703200,661,24,7165,24,7638,14803,5064
25-Dec-09,5599,15/9-F-12,24,248.517,107.027,189.673,16.278,72.52885,58.844,82.442,25.307,723179,622,24,6213,24,7857,14070,5165
26-Dec-09,5599,15/9-F-12,24,248.719,107.034,190.14,16.472,72.72959,58.579,83.79,25.016,719081,680,24,6922,24,7722,14644,5149
27-Dec-09,5599,15/9-F-12,24,248.651,107.036,190.203,16.392,72.93774,58.448,83.721,24.881,711628,466,24,6965,24,7118,14083,5099
28-Dec-09,5599,15/9-F-12,24,248.478,107.038,190.265,16.301,73.33445,58.213,83.516,24.642,738484,768,24,7235,24,7490,14725,5298
29-Dec-09,5599,15/9-F-12,24,248.387,107.043,190.256,16.252,73.61723,58.132,83.225,24.563,739635,734,24,7221,24,7511,14732,5281
30-Dec-09,5599,15/9-F-12,24,248.351,107.046,190.235,16.211,73.73479,58.115,82.766,24.548,738861,784,24,7183,24,7551,14734,5280
31-Dec-09,5599,15/9-F-12,24,248.422,107.049,190.314,16.267,73.4234,58.108,83.463,24.53,763335,754,24,7292,24,7429,14721,5243
01-Jan-10,5599,15/9-F-12,24,248.271,107.054,190.242,16.169,73.83465,58.029,82.373,24.472,736985,791,24,7013,24,7799,14812,5262
02-Jan-10,5599,15/9-F-12,24,248.14,107.058,190.261,16.098,74.12605,57.879,81.993,24.327,735526,848,24,6667,24,8190,14857,5256
03-Jan-10,5599,15/9-F-12,24,248.068,107.062,190.492,16.272,74.23099,57.576,83.471,24.019,732785,794,24,6537,24,8222,14759,5228
04-Jan-10,5599,15/9-F-12,24,248.1,107.067,190.519,16.247,74.06503,57.581,83.294,24.026,730336,750,24,6402,24,8259,14661,5199
05-Jan-10,5599,15/9-F-12,24,248.051,107.072,190.489,16.251,74.13604,57.562,82.92,24.008,731148,542,24,6443,24,8288,14731,5206
06-Jan-10,5599,15/9-F-12,24,248.05,107.077,190.446,16.269,74.09392,57.604,82.804,24.06,729366,551,24,6476,24,8301,14777,5200
07-Jan-10,5599,15/9-F-12,24,248.007,107.082,190.584,16.376,72.82486,57.424,83.042,23.877,728598,710,24,6355,24,8126,14481,5190
08-Jan-10,5599,15/9-F-12,24,247.997,107.087,190.69,16.443,72.94007,57.307,82.999,23.779,727881,580,24,6531,24,8098,14629,5186
09-Jan-10,5599,15/9-F-12,22.83,255.408,107.01,188.035,15.066,60.41023,67.373,79.293,34.555,592005,515,17.17,4223,17.5,5773,9996,4035
10-Jan-10,5599,15/9-F-12,24,248.434,107.071,190.299,16.178,71.87259,58.135,81.514,24.397,720908,606,24,6844,24,7742,14586,5141
11-Jan-10,5599,15/9-F-12,24,247.903,107.087,190.759,16.539,74.67883,57.144,82.282,23.37,722935,693,24,6933,24,7974,14907,5158
12-Jan-10,5599,15/9-F-12,24,247.75,107.095,190.654,16.484,75.14006,57.097,80.9,23.327,722042,626,24,7281,24,7915,15196,5161
13-Jan-10,5599,15/9-F-12,24,247.609,107.105,190.685,16.436,75.04702,56.924,80.397,23.176,718018,695,24,8022,24,7831,15853,5136
14-Jan-10,5599,15/9-F-12,24,247.243,107.119,190.764,16.56,75.24943,56.479,80.727,22.75,712516,890,24,8092,24,7825,15917,5092
15-Jan-10,5599,15/9-F-12,24,246.884,107.134,190.869,16.849,75.23974,56.015,81.758,22.334,704358,864,24,8238,24,7777,16015,5034
16-Jan-10,5599,15/9-F-12,24,246.513,107.152,190.902,17.028,75.16455,55.611,80.442,21.97,694861,927,24,8104,24,7791,15895,4979
17-Jan-10,5599,15/9-F-12,24,246.205,107.166,191.12,17.398,75.23368,55.086,81.63,21.477,685493,928,24,8045,24,7938,15983,4906
18-Jan-10,5599,15/9-F-12,24,246.06,107.181,191.317,17.791,75.15432,54.743,82.763,21.168,654091,1122,24,7103,24,8984,16087,4689
19-Jan-10,5599,15/9-F-12,24,245.945,107.192,191.417,18.14,75.17542,54.528,83.128,20.975,648792,1098,24,6883,24,9165,16048,4647
20-Jan-10,5599,15/9-F-12,24,245.771,107.205,191.418,18.112,75.19635,54.353,81.188,20.89,645711,1316,24,7068,24,9000,16068,4628
21-Jan-10,5599,15/9-F-12,24,245.761,107.216,191.654,18.273,75.25085,54.107,81.62,20.68,643438,1321,24,7252,24,8749,16001,4587
22-Jan-10,5599,15/9-F-12,24,245.866,107.224,191.871,18.397,75.24938,53.995,81.371,20.578,641683,1318,24,6941,24,8920,15861,4563
23-Jan-10,5599,15/9-F-12,24,246.717,107.225,191.888,18.672,74.02601,54.829,81.245,20.888,585272,1131,24,6743,24,9043,15786,4011
24-Jan-10,5599,15/9-F-12,24,247.162,107.242,192.922,19.023,75.26627,54.24,81.813,20.827,637971,1254,24,6959,24,9060,16019,4441
25-Jan-10,5599,15/9-F-12,24,248.758,107.226,194.189,19.322,75.26082,54.568,83.542,21.249,642489,1343,24,7115,24,8856,15971,4597
26-Jan-10,5599,15/9-F-12,23.33,253.939,107.177,192.611,18.594,64.59806,61.328,81.025,28.382,567279,1136,22,6536,22.17,7787,14323,3954
27-Jan-10,5599,15/9-F-12,24,250.519,107.208,194.154,19.561,72.12867,56.365,83.174,23.146,620160,1280,24,8227,24,7618,15845,4420
28-Jan-10,5599,15/9-F-12,24,248.753,107.248,196.073,19.742,81.16175,52.68,83.985,19.363,648793,1389,24,8277,24,7609,15886,4626
29-Jan-10,5599,15/9-F-12,24,248.625,107.264,196.857,20.039,83.68664,51.767,84.541,18.414,660019,1352,24,8422,24,7605,16027,4706
30-Jan-10,5599,15/9-F-12,24,248.731,107.276,197.394,20.176,85.11596,51.337,84.223,17.96,662547,1401,24,8472,24,7628,16100,4720
31-Jan-10,5599,15/9-F-12,24,249.079,107.284,197.832,20.36,85.23858,51.246,84.596,17.882,660598,1462,24,8473,24,7683,16156,4702
01-Feb-10,5599,15/9-F-12,24,249.613,107.289,198.219,20.693,84.21978,51.395,84.833,18.064,655437,1457,24,8495,24,7676,16171,4673
02-Feb-10,5599,15/9-F-12,24,250.801,107.289,198.169,20.849,81.74401,52.632,84.671,19.327,639512,1466,24,8330,24,7693,16023,4545
03-Feb-10,5599,15/9-F-12,24,251.903,107.277,198.054,21.113,77.16578,53.849,85.185,20.525,625089,1490,24,7798,24,7753,15551,4285
04-Feb-10,5599,15/9-F-12,24,254.105,107.259,197.041,21.1,72.82127,57.064,83.768,23.973,583843,1756,24,7858,24,7746,15604,4111
05-Feb-10,5599,15/9-F-12,24,252.867,107.283,197.659,21.278,74.07477,55.209,83.058,22.063,597778,1448,24,8075,24,7693,15768,4257
06-Feb-10,5599,15/9-F-12,24,253.168,107.289,198.081,21.523,74.03822,55.087,83.56,21.944,595404,1070,24,8109,24,7681,15790,4234
07-Feb-10,5599,15/9-F-12,24,254.47,107.283,198.415,21.898,73.20918,56.055,85.399,22.937,587079,1509,24,7885,24,7624,15509,4140
08-Feb-10,5599,15/9-F-12,24,252.972,107.31,198.988,22.074,76.25191,53.984,85.522,20.752,608912,1647,24,7874,24,7654,15528,4327
09-Feb-10,5599,15/9-F-12,24,253.163,107.315,199.289,22.208,76.21528,53.873,85.628,20.648,604875,1641,24,7450,24,8019,15469,4301
10-Feb-10,5599,15/9-F-12,24,253.48,107.317,199.451,22.464,75.99397,54.029,85.256,20.82,598834,1592,24,7282,24,8139,15421,4249
11-Feb-10,5599,15/9-F-12,24,254.277,107.314,199.763,22.596,74.47339,54.514,85.787,21.323,576166,1738,24,7316,24,8129,15445,4106
12-Feb-10,5599,15/9-F-12,24,256.964,107.291,199.114,22.751,69.93827,57.85,85.765,24.925,533211,1681,24,6996,24,7517,14513,3816
13-Feb-10,5599,15/9-F-12,24,258.093,107.257,198.633,22.545,66.40357,59.461,85.837,26.589,513995,1688,24,4673,24,3044,7717,3737
14-Feb-10,5599,15/9-F-12,13.59,257.847,107.287,202.405,22.16,64.48433,55.442,84.755,25.094,295953,879,13.59,4175,13.59,3404,7579,2111
15-Feb-10,5599,15/9-F-12,13.8,254.246,107.272,196.888,19.087,70.47561,57.358,82.997,24.228,281383,639,11.08,3139,10.33,2750,5889,2059
16-Feb-10,5599,15/9-F-12,24,253.496,107.288,196.161,21.723,70.73496,57.335,82.358,24.208,576670,1703,24,7917,24,8331,16248,4108
17-Feb-10,5599,15/9-F-12,24,253.934,107.298,197.038,22.668,70.76733,56.896,82.034,23.81,567407,1652,24,7755,24,8549,16304,4040
18-Feb-10,5599,15/9-F-12,22.04,259.907,107.243,196.644,20.647,63.0327,63.263,79.494,30.235,450951,1377,19.83,7137,19.83,8064,15201,3211
19-Feb-10,5599,15/9-F-12,24,254.169,107.335,197.709,23.348,71.58594,56.459,84.461,23.307,565795,1786,24,7265,24,8494,15759,4027
20-Feb-10,5599,15/9-F-12,24,254.546,107.337,198.626,23.726,70.8372,55.92,85.578,22.757,554371,1796,24,7364,24,8635,15999,3946
21-Feb-10,5599,15/9-F-12,24,254.949,107.342,199.481,23.933,72.83685,55.468,85.68,22.288,566968,1856,24,7026,24,9128,16154,4037
22-Feb-10,5599,15/9-F-12,24,255.395,107.348,200.176,24.144,72.93807,55.218,85.78,22.04,562626,1850,24,6851,24,9547,16398,3994
23-Feb-10,5599,15/9-F-12,23.5,259.597,107.33,199.993,23.808,65.90551,59.603,84.925,26.729,496991,1593,20.33,5444,20.5,7835,13279,3461
24-Feb-10,5599,15/9-F-12,24,256.376,107.356,200.794,24.448,72.29625,55.582,85.346,22.718,568508,1940,24,7408,24,8913,16321,3991
25-Feb-10,5599,15/9-F-12,18.5,254.708,106.128,199.055,24.027,69.43099,55.653,81.95,23.452,467360,1390,18.5,7119,18.5,8609,15728,3288
26-Feb-10,5599,15/9-F-12,19.69,264.385,107.266,199.66,22.324,59.27711,64.725,79.433,32.165,412151,2133,14.36,4765,14.19,6560,11325,2861
27-Feb-10,5599,15/9-F-12,17.6,257.118,107.377,201.693,23.215,67.01692,55.425,85.166,23.937,433320,2441,18.48,4280,18.48,4053,8333,3108
28-Feb-10,5599,15/9-F-12,11.73333333,271.9413333,106.5776667,197.8163333,18.30566667,44.67794667,74.125,58.68233333,52.82866667,288880,1627.333333,0,0,0,0,0,2072
01-Mar-10,5599,15/9-F-12,5.866666667,286.7646667,105.7783333,193.9396667,13.39633333,22.33897333,92.825,32.19866667,81.72033333,144440,813.6666667,0,0,0,0,0,1036
02-Mar-10,5599,15/9-F-12,0,301.588,104.979,190.063,8.487,0,111.525,5.715,110.612,0,0,0,0,0,0,0,0
03-Mar-10,5599,15/9-F-12,23.5,265.381,107.169,196.02,23.379,54.65945,69.361,77.737,36.807,478306,1790,23.16,6470,0,0,6470,3466
04-Mar-10,5599,15/9-F-12,24,256.524,107.285,194.341,28.314,62.79044,62.183,85.043,29.295,573525,1808,24,7446,0,0,7446,4145
05-Mar-10,5599,15/9-F-12,24,256.629,107.258,193.7,29.125,60.89497,62.929,84.557,29.756,556183,1802,24,7494,0,0,7494,4026
06-Mar-10,5599,15/9-F-12,20.83,256.529,107.24,193.4,29.497,59.83447,63.129,84.075,30.036,475404,1578,21.83,5655,13.17,2661,8316,3445
07-Mar-10,5599,15/9-F-12,17.085,256.3685,107.225,194.1625,25.675,61.751695,62.206,83.2005,28.9195,404631.5,1192.5,0,0,0,0,0,2925.5
08-Mar-10,5599,15/9-F-12,13.34,256.208,107.21,194.925,21.853,63.66892,61.283,82.326,27.803,333859,807,0,0,15.84,5093,5093,2406
09-Mar-10,5599,15/9-F-12,24,251.625,107.265,193.739,28,67.704,57.885,85.067,24.286,599227,2405,11.43,1444,24,6180,7624,4345
10-Mar-10,5599,15/9-F-12,24,250.598,107.256,193.719,29.031,67.80204,56.878,85.264,23.32,587889,1900,24,3290,24,4154,7444,4259
11-Mar-10,5599,15/9-F-12,23.67,254.037,107.205,193.271,28.367,61.12472,60.766,83.836,27.458,485685,1440,23.5,2923,23.5,4168,7091,3501
12-Mar-10,5599,15/9-F-12,15.33,251.91,107.197,192.821,28.707,60.39289,59.089,84.68,25.798,359847,969,15.5,2500,15.5,2918,5418,2541
13-Mar-10,5599,15/9-F-12,24,249.574,107.226,193.326,29.225,64.27129,56.248,85.25,22.852,536775,1564,24,7568,24,8800,16368,3716
14-Mar-10,5599,15/9-F-12,24,248.59,107.265,194.626,29.632,70.19005,53.963,84.954,20.461,543771,1656,24,7685,24,8818,16503,3802
15-Mar-10,5599,15/9-F-12,24,248.358,107.294,196.053,26.959,73.66667,52.305,85.679,18.751,545239,2058,24,7748,24,8722,16470,3861
16-Mar-10,5599,15/9-F-12,24,249.98,107.291,196.675,25.538,70.74774,53.306,85.554,19.804,527216,1776,24,7766,24,8471,16237,3718
17-Mar-10,5599,15/9-F-12,24,249.331,107.314,197.606,25.647,76.12645,51.725,84.59,18.157,535713,2038,24,5842,24,6073,11915,3831
18-Mar-10,5599,15/9-F-12,24,248.354,107.315,197.852,25.56,79.85003,50.502,83.759,16.882,573531,1865,24,4098,24,4709,8807,3927
19-Mar-10,5599,15/9-F-12,24,247.76,107.303,197.624,25.356,79.99953,50.136,82.942,16.56,543343,2123,24,3980,24,4880,8860,3887
20-Mar-10,5599,15/9-F-12,24,247.158,107.293,197.695,25.424,80.07827,49.463,85.456,15.915,537024,2121,24,3921,24,4943,8864,3848
21-Mar-10,5599,15/9-F-12,24,246.566,107.285,197.623,25.373,80.64186,48.943,86.047,15.442,533776,2134,24,3893,24,4955,8848,3828
22-Mar-10,5599,15/9-F-12,24,246.024,107.276,197.186,25.258,80.91718,48.837,85.359,15.391,482477,1878,24,3889,24,5037,8926,3454
23-Mar-10,5599,15/9-F-12,24,245.482,107.269,197.054,25.118,81.15679,48.428,85.166,14.997,483316,2066,24,6601,24,6709,13310,3413
24-Mar-10,5599,15/9-F-12,24,245.862,107.28,197.395,25.231,81.33351,48.467,84.999,15.06,481386,1954,24,8966,24,7421,16387,3406
25-Mar-10,5599,15/9-F-12,24,246.389,107.294,197.996,25.473,82.18329,48.394,84.933,14.966,484059,2028,24,9021,24,7397,16418,3426
26-Mar-10,5599,15/9-F-12,24,246.651,107.31,198.788,25.462,86.566,47.862,84.317,14.389,497798,2180,24,8817,24,7608,16425,3525
27-Mar-10,5599,15/9-F-12,24,247.008,107.323,199.606,25.747,89.86449,47.402,84.527,13.881,507921,2193,24,8715,24,7755,16470,3588
28-Mar-10,5599,15/9-F-12,23,247.28,107.336,200.37,25.978,92.68756,46.91,85.332,13.36,495565,2215,23,7933,23,8062,15995,3511
29-Mar-10,5599,15/9-F-12,24,247.683,107.346,201.12,26.225,99.94708,46.562,86.357,13.005,528780,2390,24,8367,24,8219,16586,3740
30-Mar-10,5599,15/9-F-12,24,248.357,107.353,201.337,26.14,99.99982,47.02,83.844,13.476,494749,2510,24,8423,24,8110,16533,3474
31-Mar-10,5599,15/9-F-12,24,248.922,107.36,202.007,26.385,97.91667,46.915,84.595,13.366,496156,2752,24,8484,24,8091,16575,3485
01-Apr-10,5599,15/9-F-12,11.17,274.007,107.024,200.838,17.47,38.45268,73.169,72.389,41.675,119261,618,12,2489,12,1545,4034,787
02-Apr-10,5599,15/9-F-12,24,250.889,107.391,202.584,25.452,89.77865,48.306,84.768,14.951,494941,2499,24,8084,24,7745,15829,3408
03-Apr-10,5599,15/9-F-12,23.5,255.144,107.358,202.316,26.75,81.0083,52.827,83.504,19.452,448583,2429,22.67,7764,22.67,7718,15482,3187
04-Apr-10,5599,15/9-F-12,24,251.461,107.404,203.909,28.216,93.8512,47.552,86.089,13.987,491689,2679,24,8141,24,8509,16650,3495
