,DATEPRD,ON_STREAM_HRS,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_WAT_VOL,Total Injection
626,2009-11-04,15.5,185.724,56.6043,72.21,39.479,3154.0,235.0,9594.0
627,2009-11-05,24.0,184.944,56.64219,73.38,40.713,4435.0,345.0,13720.0
628,2009-11-06,24.0,184.875,56.44965,73.582,40.931,4404.0,339.0,13563.0
629,2009-11-07,24.0,185.353,57.26311,72.679,39.968,4448.0,363.0,13702.0
630,2009-11-08,24.0,185.694,57.66962,72.129,39.418,4471.0,369.0,13705.0
631,2009-11-09,23.33,184.851,52.67255,75.365,42.786,4090.0,350.0,12282.0
632,2009-11-10,24.0,185.583,56.10077,73.947,41.266,4245.0,389.0,13582.0
633,2009-11-11,24.0,185.377,56.532,72.901,40.222,4402.0,397.0,13690.0
634,2009-11-12,24.0,185.378,56.93514,72.764,40.077,4409.0,416.0,13697.0
635,2009-11-13,24.0,185.447,56.80531,72.906,40.203,4379.0,413.0,14170.0
636,2009-11-14,24.0,185.718,57.36473,72.345,39.632,4413.0,411.0,14148.0
637,2009-11-15,24.0,186.141,58.30999,71.254,38.507,4447.0,435.0,14404.0
638,2009-11-16,24.0,186.785,60.35525,69.457,36.538,4517.0,394.0,13872.0
639,2009-11-17,24.0,188.251,64.94339,65.785,32.393,4725.0,264.0,13498.0
640,2009-11-18,24.0,189.073,67.05462,63.945,30.453,4875.0,399.0,13891.0
641,2009-11-19,24.0,188.729,66.7075,64.523,31.081,4842.0,385.0,13705.0
642,2009-11-20,23.0,187.48,58.02438,70.956,37.86,4005.0,331.0,11735.0
643,2009-11-21,24.0,188.952,66.73044,64.416,30.974,4847.0,401.0,13601.0
644,2009-11-22,24.0,188.869,67.05327,64.217,30.755,4841.0,380.0,13482.0
645,2009-11-23,21.5,187.886,60.94299,68.732,35.494,3930.0,315.0,11285.0
646,2009-11-24,22.42,187.583,61.22139,68.81,35.404,4127.0,553.0,13132.0
647,2009-11-25,24.0,188.161,67.11438,64.566,30.792,4837.0,171.0,13758.0
648,2009-11-26,24.0,188.22,67.09705,64.531,30.582,4881.0,416.0,15443.0
649,2009-11-27,24.0,188.876,66.04835,63.96,29.993,4865.0,382.0,16235.0
650,2009-11-28,24.0,189.544,67.84285,63.386,29.424,4855.0,382.0,16140.0
651,2009-11-29,24.0,190.33,70.09954,61.923,28.204,5013.0,414.0,15262.0
652,2009-11-30,24.0,190.601,69.29445,61.4,27.693,5062.0,446.0,16015.0
653,2009-12-01,24.0,190.482,70.52171,61.69,27.99,5031.0,409.0,16149.0
654,2009-12-02,24.0,190.377,70.5235,61.835,28.125,5048.0,453.0,16293.0
655,2009-12-03,24.0,190.418,70.71423,61.708,27.979,5044.0,448.0,16014.0
656,2009-12-04,24.0,190.914,72.76745,60.581,26.796,5485.0,574.0,15990.0
657,2009-12-05,24.0,189.897,69.45896,63.514,29.83,5190.0,536.0,15996.0
658,2009-12-06,24.0,190.206,69.43213,62.785,29.113,5303.0,565.0,16078.0
659,2009-12-07,24.0,191.039,72.92619,60.473,26.67,5468.0,578.0,16063.0
660,2009-12-08,24.0,191.257,73.07949,60.145,26.347,5604.0,539.0,16102.0
661,2009-12-09,24.0,191.11,72.90647,60.325,26.539,5601.0,551.0,16079.0
662,2009-12-10,24.0,191.229,71.95349,60.435,26.664,5549.0,423.0,15978.0
663,2009-12-11,24.0,191.095,70.91464,60.768,27.032,5480.0,350.0,15899.0
664,2009-12-12,24.0,191.005,70.74211,60.789,27.062,5465.0,563.0,15872.0
665,2009-12-13,23.0,191.136,68.15052,62.05,28.395,5050.0,599.0,15831.0
666,2009-12-14,24.0,190.979,69.88956,61.169,27.453,5381.0,592.0,15738.0
667,2009-12-15,24.0,191.03,70.57019,61.157,27.442,5367.0,581.0,15715.0
668,2009-12-16,24.0,190.845,69.9416,61.022,27.307,5358.0,360.0,15729.0
669,2009-12-17,22.86,190.813,68.83235,61.366,27.975,5018.0,552.0,15003.0
670,2009-12-18,23.48,183.083,40.8418,88.106,55.781,2517.0,310.0,6434.0
671,2009-12-19,15.03,191.368,73.50332,58.673,25.164,3378.0,447.0,4991.0
672,2009-12-20,20.14,189.813,69.73197,62.683,29.156,4229.0,588.0,6743.0
673,2009-12-21,24.0,190.201,76.15446,57.651,24.001,5347.0,701.0,10298.0
674,2009-12-22,24.0,190.14,77.30219,56.958,23.293,5356.0,527.0,14713.0
675,2009-12-23,24.0,189.755,73.54937,58.311,24.733,5154.0,605.0,14768.0
676,2009-12-24,24.0,189.623,72.07573,58.907,25.372,5064.0,661.0,14803.0
677,2009-12-25,24.0,189.673,72.52885,58.844,25.307,5165.0,622.0,14070.0
678,2009-12-26,24.0,190.14,72.72959,58.579,25.016,5149.0,680.0,14644.0
679,2009-12-27,24.0,190.203,72.93774,58.448,24.881,5099.0,466.0,14083.0
680,2009-12-28,24.0,190.265,73.33445,58.213,24.642,5298.0,768.0,14725.0
681,2009-12-29,24.0,190.256,73.61723,58.132,24.563,5281.0,734.0,14732.0
682,2009-12-30,24.0,190.235,73.73479,58.115,24.548,5280.0,784.0,14734.0
683,2009-12-31,24.0,190.314,73.4234,58.108,24.53,5243.0,754.0,14721.0
684,2010-01-01,24.0,190.242,73.83465,58.029,24.472,5262.0,791.0,14812.0
685,2010-01-02,24.0,190.261,74.12605,57.879,24.327,5256.0,848.0,14857.0
686,2010-01-03,24.0,190.492,74.23099,57.576,24.019,5228.0,794.0,14759.0
687,2010-01-04,24.0,190.519,74.06503,57.581,24.026,5199.0,750.0,14661.0
688,2010-01-05,24.0,190.489,74.13604,57.562,24.008,5206.0,542.0,14731.0
689,2010-01-06,24.0,190.446,74.09392,57.604,24.06,5200.0,551.0,14777.0
690,2010-01-07,24.0,190.584,72.82486,57.424,23.877,5190.0,710.0,14481.0
691,2010-01-08,24.0,190.69,72.94007,57.307,23.779,5186.0,580.0,14629.0
692,2010-01-09,22.83,188.035,60.41023,67.373,34.555,4035.0,515.0,9996.0
693,2010-01-10,24.0,190.299,71.87259,58.135,24.397,5141.0,606.0,14586.0
694,2010-01-11,24.0,190.759,74.67883,57.144,23.37,5158.0,693.0,14907.0
695,2010-01-12,24.0,190.654,75.14006,57.097,23.327,5161.0,626.0,15196.0
696,2010-01-13,24.0,190.685,75.04702,56.924,23.176,5136.0,695.0,15853.0
697,2010-01-14,24.0,190.764,75.24943,56.479,22.75,5092.0,890.0,15917.0
698,2010-01-15,24.0,190.869,75.23974,56.015,22.334,5034.0,864.0,16015.0
699,2010-01-16,24.0,190.902,75.16455,55.611,21.97,4979.0,927.0,15895.0
700,2010-01-17,24.0,191.12,75.23368,55.086,21.477,4906.0,928.0,15983.0
701,2010-01-18,24.0,191.317,75.15432,54.743,21.168,4689.0,1122.0,16087.0
702,2010-01-19,24.0,191.417,75.17542,54.528,20.975,4647.0,1098.0,16048.0
703,2010-01-20,24.0,191.418,75.19635,54.353,20.89,4628.0,1316.0,16068.0
704,2010-01-21,24.0,191.654,75.25085,54.107,20.68,4587.0,1321.0,16001.0
705,2010-01-22,24.0,191.871,75.24938,53.995,20.578,4563.0,1318.0,15861.0
706,2010-01-23,24.0,191.888,74.02601,54.829,20.888,4011.0,1131.0,15786.0
707,2010-01-24,24.0,192.922,75.26627,54.24,20.827,4441.0,1254.0,16019.0
708,2010-01-25,24.0,194.189,75.26082,54.568,21.249,4597.0,1343.0,15971.0
709,2010-01-26,23.33,192.611,64.59806,61.328,28.382,3954.0,1136.0,14323.0
710,2010-01-27,24.0,194.154,72.12867,56.365,23.146,4420.0,1280.0,15845.0
711,2010-01-28,24.0,196.073,81.16175,52.68,19.363,4626.0,1389.0,15886.0
712,2010-01-29,24.0,196.857,83.68664,51.767,18.414,4706.0,1352.0,16027.0
713,2010-01-30,24.0,197.394,85.11596,51.337,17.96,4720.0,1401.0,16100.0
714,2010-01-31,24.0,197.832,85.23858,51.246,17.882,4702.0,1462.0,16156.0
715,2010-02-01,24.0,198.219,84.21978,51.395,18.064,4673.0,1457.0,16171.0
716,2010-02-02,24.0,198.169,81.74401,52.632,19.327,4545.0,1466.0,16023.0
717,2010-02-03,24.0,198.054,77.16578,53.849,20.525,4285.0,1490.0,15551.0
718,2010-02-04,24.0,197.041,72.82127,57.064,23.973,4111.0,1756.0,15604.0
719,2010-02-05,24.0,197.659,74.07477,55.209,22.063,4257.0,1448.0,15768.0
720,2010-02-06,24.0,198.081,74.03822,55.087,21.944,4234.0,1070.0,15790.0
721,2010-02-07,24.0,198.415,73.20918,56.055,22.937,4140.0,1509.0,15509.0
722,2010-02-08,24.0,198.988,76.25191,53.984,20.752,4327.0,1647.0,15528.0
723,2010-02-09,24.0,199.289,76.21528,53.873,20.648,4301.0,1641.0,15469.0
724,2010-02-10,24.0,199.451,75.99397,54.029,20.82,4249.0,1592.0,15421.0
725,2010-02-11,24.0,199.763,74.47339,54.514,21.323,4106.0,1738.0,15445.0
726,2010-02-12,24.0,199.114,69.93827,57.85,24.925,3816.0,1681.0,14513.0
727,2010-02-13,24.0,198.633,66.40357,59.461,26.589,3737.0,1688.0,7717.0
728,2010-02-14,13.59,202.405,64.48433,55.442,25.094,2111.0,879.0,7579.0
729,2010-02-15,13.8,196.888,70.47561,57.358,24.228,2059.0,639.0,5889.0
730,2010-02-16,24.0,196.161,70.73496,57.335,24.208,4108.0,1703.0,16248.0
731,2010-02-17,24.0,197.038,70.76733,56.896,23.81,4040.0,1652.0,16304.0
732,2010-02-18,22.04,196.644,63.0327,63.263,30.235,3211.0,1377.0,15201.0
733,2010-02-19,24.0,197.709,71.58594,56.459,23.307,4027.0,1786.0,15759.0
734,2010-02-20,24.0,198.626,70.8372,55.92,22.757,3946.0,1796.0,15999.0
735,2010-02-21,24.0,199.481,72.83685,55.468,22.288,4037.0,1856.0,16154.0
736,2010-02-22,24.0,200.176,72.93807,55.218,22.04,3994.0,1850.0,16398.0
737,2010-02-23,23.5,199.993,65.90551,59.603,26.729,3461.0,1593.0,13279.0
738,2010-02-24,24.0,200.794,72.29625,55.582,22.718,3991.0,1940.0,16321.0
739,2010-02-25,18.5,199.055,69.43099,55.653,23.452,3288.0,1390.0,15728.0
740,2010-02-26,19.69,199.66,59.27711,64.725,32.165,2861.0,2133.0,11325.0
741,2010-02-27,17.6,201.693,67.01692,55.425,23.937,3108.0,2441.0,8333.0
742,2010-03-02,0.0,190.063,60.838184999999996,111.525,110.612,0.0,0.0,5200.333333333333
743,2010-03-03,23.5,196.02,54.65945,69.361,36.807,3466.0,1790.0,7800.5
744,2010-03-04,24.0,194.341,62.79044,62.183,29.295,4145.0,1808.0,9220.0
745,2010-03-05,24.0,193.7,60.89497,62.929,29.756,4026.0,1802.0,9711.5
746,2010-03-06,20.83,193.4,59.83447,63.129,30.036,3445.0,1578.0,8316.0
747,2010-03-08,13.34,194.925,63.66892,61.283,27.803,2406.0,807.0,7940.666666666666
748,2010-03-09,24.0,193.739,67.704,57.885,24.286,4345.0,2405.0,7624.0
749,2010-03-10,24.0,193.719,67.80204,56.878,23.32,4259.0,1900.0,7444.0
750,2010-03-11,23.67,193.271,61.12472,60.766,27.458,3501.0,1440.0,7091.0
751,2010-03-12,15.33,192.821,60.39289,59.089,25.798,2541.0,969.0,5418.0
752,2010-03-13,24.0,193.326,64.27129,56.248,22.852,3716.0,1564.0,16368.0
753,2010-03-14,24.0,194.626,70.19005,53.963,20.461,3802.0,1656.0,16503.0
754,2010-03-15,24.0,196.053,73.66667,52.305,18.751,3861.0,2058.0,16470.0
755,2010-03-16,24.0,196.675,70.74774,53.306,19.804,3718.0,1776.0,16237.0
756,2010-03-17,24.0,197.606,76.12645,51.725,18.157,3831.0,2038.0,11915.0
757,2010-03-18,24.0,197.852,79.85003,50.502,16.882,3927.0,1865.0,8807.0
758,2010-03-19,24.0,197.624,79.99953,50.136,16.56,3887.0,2123.0,8860.0
759,2010-03-20,24.0,197.695,80.07827,49.463,15.915,3848.0,2121.0,8864.0
760,2010-03-21,24.0,197.623,80.64186,48.943,15.442,3828.0,2134.0,8848.0
761,2010-03-22,24.0,197.186,80.91718,48.837,15.391,3454.0,1878.0,8926.0
762,2010-03-23,24.0,197.054,81.15679,48.428,14.997,3413.0,2066.0,13310.0
763,2010-03-24,24.0,197.395,81.33351,48.467,15.06,3406.0,1954.0,16387.0
764,2010-03-25,24.0,197.996,82.18329,48.394,14.966,3426.0,2028.0,16418.0
765,2010-03-26,24.0,198.788,86.566,47.862,14.389,3525.0,2180.0,16425.0
766,2010-03-27,24.0,199.606,89.86449,47.402,13.881,3588.0,2193.0,16470.0
767,2010-03-28,23.0,200.37,92.68756,46.91,13.36,3511.0,2215.0,15995.0
768,2010-03-29,24.0,201.12,99.94708,46.562,13.005,3740.0,2390.0,16586.0
769,2010-03-30,24.0,201.337,99.99982,47.02,13.476,3474.0,2510.0,16533.0
770,2010-03-31,24.0,202.007,97.91667,46.915,13.366,3485.0,2752.0,16575.0
771,2010-04-01,11.17,200.838,38.45268,73.169,41.675,787.0,618.0,4034.0
772,2010-04-02,24.0,202.584,89.77865,48.306,14.951,3408.0,2499.0,15829.0
773,2010-04-03,23.5,202.316,81.0083,52.827,19.452,3187.0,2429.0,15482.0
774,2010-04-04,24.0,203.909,93.8512,47.552,13.987,3495.0,2679.0,16650.0
775,2010-04-05,24.0,204.179,84.92011,48.459,14.938,3429.0,2574.0,16639.0
776,2010-04-06,24.0,204.575,80.19967,49.458,15.976,3342.0,2466.0,16601.0
777,2010-04-07,24.0,205.425,79.23775,49.365,15.867,3330.0,2653.0,16656.0
778,2010-04-08,24.0,206.06,79.25137,49.279,15.773,3198.0,2856.0,16695.0
779,2010-04-09,24.0,206.511,78.54738,49.347,15.855,3170.0,2664.0,10950.0
780,2010-04-10,24.0,206.084,78.11397,49.315,15.856,3148.0,2685.0,8580.0
781,2010-04-11,24.0,205.509,78.24117,49.206,15.781,3124.0,2609.0,8781.0
782,2010-04-12,24.0,205.159,78.33394,48.938,15.52,3108.0,2604.0,8878.0
783,2010-04-13,24.0,204.984,78.93999,48.487,15.073,3100.0,2637.0,10125.0
784,2010-04-14,24.0,204.682,79.73459,48.066,14.667,3215.0,1789.0,10247.0
785,2010-04-15,24.0,204.395,80.91441,47.589,14.203,3220.0,2285.0,9852.0
786,2010-04-16,24.0,204.075,84.00856,46.965,13.589,3259.0,2296.0,9576.0
787,2010-04-17,23.33,203.119,71.78365,51.16,18.053,2865.0,2165.0,9031.0
788,2010-04-18,24.0,202.962,78.62221,47.449,14.119,3151.0,2145.0,8496.0
789,2010-04-19,24.0,202.397,81.94453,46.791,13.469,3191.0,2313.0,6028.0
790,2010-04-20,24.0,201.827,97.48131,45.462,12.119,3404.0,2080.0,8741.25
791,2010-04-21,24.0,201.53,99.89162,44.876,11.559,2969.0,2347.0,11916.5
792,2010-04-22,24.0,200.746,99.92831,44.708,11.421,2950.0,2517.0,7392.75
793,2010-04-23,24.0,199.801,99.96237,44.401,11.136,2903.0,2483.0,16353.0
794,2010-04-24,24.0,199.488,70.81062,53.35,20.405,2516.0,2235.0,16798.0
795,2010-04-25,24.0,199.526,51.24173,58.768,25.225,2154.0,2015.0,16803.0
796,2010-04-26,24.0,203.149,38.1281,66.61,33.402,1635.0,1524.0,17438.0
797,2010-04-27,24.0,201.001,58.72166,53.952,20.462,2508.0,2251.0,18020.0
798,2010-04-28,24.0,201.712,42.22744,66.662,33.242,1793.0,1495.0,17631.0
799,2010-04-29,24.0,204.129,48.90363,61.224,27.919,2119.0,1858.0,16868.0
800,2010-04-30,24.0,203.096,59.81013,54.019,20.446,2574.0,2224.0,17217.0
801,2010-05-01,24.0,203.877,60.17982,53.867,20.254,2588.0,2229.0,17513.0
802,2010-05-02,24.0,204.71,62.11121,53.071,19.426,2641.0,2245.0,15614.0
803,2010-05-03,24.0,205.085,63.22424,52.555,18.87,2659.0,2255.0,13876.0
804,2010-05-04,15.5,205.26,53.51503,57.877,24.619,1523.0,1234.0,14589.0
805,2010-05-05,24.0,205.035,59.62318,54.161,20.616,2574.0,2333.0,15123.0
806,2010-05-06,24.0,205.134,59.21863,54.62,21.089,2531.0,2110.0,16097.0
807,2010-05-07,24.0,205.675,59.25461,54.606,21.243,2494.0,2263.0,16226.0
808,2010-05-08,24.0,206.513,59.21212,54.387,20.995,2482.0,2305.0,16270.0
809,2010-05-09,24.0,207.026,59.17946,54.418,21.02,2475.0,2298.0,16303.0
810,2010-05-10,24.0,207.504,59.16183,54.5,21.118,2766.0,2506.0,16341.0
811,2010-05-11,24.0,208.052,58.81886,54.634,21.255,2749.0,2486.0,16423.0
812,2010-05-12,24.0,208.493,58.45828,54.975,21.496,2712.0,2473.0,16462.0
813,2010-05-13,24.0,208.888,58.81314,55.007,21.603,2666.0,2335.0,16086.0
814,2010-05-14,24.0,209.297,58.87366,55.19,21.802,2702.0,2355.0,16943.0
815,2010-05-15,24.0,209.916,57.67352,55.136,21.761,2697.0,2449.0,16989.0
816,2010-05-16,24.0,210.688,58.87777,54.981,21.586,2685.0,2317.0,17083.0
817,2010-05-17,24.0,211.192,58.88293,55.064,21.681,2670.0,2564.0,17184.0
818,2010-05-18,24.0,211.388,57.92429,55.836,22.457,2640.0,2754.0,17222.0
819,2010-05-19,24.0,211.672,57.139,56.667,23.354,2574.0,2542.0,17185.0
820,2010-05-20,24.0,212.193,56.29031,57.248,23.966,2549.0,2796.0,17177.0
821,2010-05-21,24.0,212.605,55.33312,57.915,24.687,2521.0,2667.0,17228.0
822,2010-05-22,24.0,212.945,54.84136,58.428,25.232,2504.0,2657.0,17252.0
823,2010-05-23,24.0,213.407,54.86861,58.508,25.3,2500.0,2595.0,17336.0
824,2010-05-24,24.0,213.703,54.90034,58.752,25.504,2496.0,2589.0,17355.0
825,2010-05-25,24.0,214.157,54.70406,58.945,25.692,2483.0,2688.0,17408.0
826,2010-05-26,24.0,214.556,54.61929,59.135,25.877,2476.0,2847.0,16495.0
827,2010-05-27,24.0,214.687,54.65395,59.362,26.105,2421.0,2472.0,16580.0
828,2010-05-28,21.67,215.522,50.13662,61.441,28.295,2013.0,1788.0,13761.0
829,2010-05-29,24.0,215.343,54.79016,58.861,25.633,2456.0,2876.0,14159.0
830,2010-05-30,24.0,214.83,52.54288,61.18,27.928,2346.0,2760.0,14290.0
831,2010-05-31,24.0,214.44,31.88837,81.407,48.397,1522.0,1650.0,16169.0
832,2010-06-01,24.0,214.194,36.96891,78.226,45.374,1812.0,1318.0,15825.0
833,2010-06-02,24.0,214.882,50.25268,65.003,31.954,2421.0,2797.0,12026.0
834,2010-06-03,24.0,215.056,50.47827,64.325,31.263,2404.0,2719.0,15920.0
835,2010-06-04,24.0,215.522,50.90541,64.056,30.997,2385.0,2639.0,16434.0
836,2010-06-05,24.0,215.982,51.06277,63.909,30.828,2350.0,3018.0,16531.0
837,2010-06-06,24.0,216.413,51.24939,63.743,30.664,2344.0,2920.0,16096.0
838,2010-06-07,24.0,216.988,51.58466,63.281,30.166,2381.0,2908.0,15520.0
839,2010-06-08,24.0,217.103,51.74882,63.206,30.085,2385.0,2913.0,14378.0
840,2010-06-09,24.0,217.413,52.01283,62.735,29.612,2382.0,2743.0,14230.0
841,2010-06-10,24.0,217.583,52.05561,62.614,29.493,2378.0,2847.0,14705.0
842,2010-06-11,24.0,217.767,52.13987,62.435,29.295,2421.0,2607.0,14092.0
843,2010-06-12,24.0,217.741,52.20359,62.398,29.267,2408.0,2701.0,14137.0
844,2010-06-13,24.0,217.997,53.34549,61.172,27.973,2434.0,2424.0,14702.0
845,2010-06-14,22.83,217.798,52.76585,61.496,28.349,2392.0,2809.0,14152.0
846,2010-06-15,24.0,217.76,51.82793,62.253,29.164,2384.0,2932.0,13845.0
847,2010-06-16,24.0,217.619,50.93919,63.107,30.07,2353.0,2836.0,14302.0
848,2010-06-17,24.0,218.001,51.94649,62.168,29.074,2378.0,2891.0,14353.0
849,2010-06-18,24.0,218.047,51.98529,62.203,29.098,2370.0,2836.0,14123.0
850,2010-06-19,22.33,218.345,44.69499,67.42,34.34,1945.0,2385.0,10926.0
851,2010-06-20,24.0,219.072,52.79158,60.127,27.032,2343.0,3005.0,13956.0
852,2010-06-21,24.0,218.978,52.84019,60.184,27.061,2348.0,2997.0,14042.0
853,2010-06-22,24.0,218.906,52.34248,60.778,27.832,2329.0,2963.0,14186.0
854,2010-06-23,24.0,218.776,51.92502,61.378,28.322,2314.0,2957.0,14185.0
855,2010-06-24,24.0,218.888,51.38472,61.754,28.713,2313.0,2953.0,11023.0
856,2010-06-25,24.0,218.827,51.19494,61.782,28.748,2284.0,2857.0,14706.0
857,2010-06-26,24.0,219.016,51.25849,61.709,28.7,2282.0,2863.0,12702.0
858,2010-06-27,24.0,218.777,51.31335,61.9,28.891,2278.0,2863.0,14411.0
859,2010-06-28,24.0,218.964,51.31863,61.93,28.925,2272.0,2868.0,14443.0
860,2010-06-29,24.0,219.258,51.32499,61.828,28.811,2267.0,2839.0,14463.0
861,2010-06-30,24.0,219.707,51.28368,61.584,28.558,2263.0,2863.0,13944.0
862,2010-07-01,24.0,219.478,51.29269,61.876,28.862,2255.0,2874.0,13690.0
863,2010-07-02,24.0,219.576,51.6851,61.524,28.613,2257.0,2899.0,13613.0
864,2010-07-03,24.0,221.945,67.6773,51.218,18.422,2575.0,3483.0,10882.0
865,2010-07-04,24.0,222.297,71.93079,49.499,16.643,2607.0,3443.0,12779.0
866,2010-07-05,24.0,222.967,73.82106,48.622,15.72,2618.0,3441.0,13726.0
867,2010-07-06,24.0,223.702,75.34669,47.899,15.004,2626.0,3508.0,13813.0
868,2010-07-07,24.0,223.873,76.92699,47.762,14.878,2545.0,3438.0,13874.0
869,2010-07-08,24.0,224.452,77.92248,47.341,14.441,2553.0,3493.0,13893.0
870,2010-07-09,24.0,224.886,78.83273,47.063,14.166,2555.0,3545.0,13679.0
871,2010-07-10,22.33,225.67,67.48127,52.485,19.954,1939.0,2751.0,11660.0
872,2010-07-11,24.0,226.128,78.43737,46.867,14.087,2424.0,3558.0,13545.0
873,2010-07-12,24.0,225.518,71.05453,50.588,17.687,2270.0,3253.0,13636.0
874,2010-07-13,24.0,224.034,51.12476,58.664,25.73,1826.0,2538.0,13661.0
875,2010-07-14,24.0,223.725,51.22171,58.92,25.974,1828.0,2565.0,13545.0
876,2010-07-15,24.0,223.385,51.3302,59.176,26.24,1826.0,2333.0,13523.0
877,2010-07-16,24.0,223.256,51.23524,59.327,26.391,1823.0,2446.0,13522.0
878,2010-07-17,24.0,223.257,51.22063,59.355,26.436,1815.0,2446.0,13528.0
879,2010-07-18,24.0,223.316,51.18386,59.368,26.443,1807.0,1901.0,13326.0
880,2010-07-19,24.0,223.416,51.19876,59.278,26.331,1802.0,2788.0,12933.0
881,2010-07-20,24.0,223.243,51.30265,59.322,26.388,1802.0,3022.0,12921.0
882,2010-07-21,24.0,223.288,51.15669,59.325,26.378,1793.0,3033.0,12975.0
883,2010-07-22,24.0,223.421,51.13662,59.226,26.296,1784.0,3060.0,13194.0
884,2010-07-23,24.0,223.445,51.13623,59.207,26.275,1863.0,3224.0,13476.0
885,2010-07-24,24.0,223.415,51.21449,59.239,26.295,1865.0,3238.0,13497.0
886,2010-07-25,24.0,223.354,51.26635,59.366,26.44,1865.0,3248.0,13301.0
887,2010-07-26,24.0,223.608,51.26407,59.212,26.26,1857.0,3251.0,13303.0
888,2010-07-27,24.0,223.439,51.2658,59.345,26.396,1860.0,3257.0,13287.0
889,2010-07-28,24.0,223.669,51.26175,59.165,26.229,1857.0,3259.0,13281.0
890,2010-07-29,24.0,223.689,51.31552,59.18,26.227,1854.0,3262.0,13276.0
891,2010-07-30,24.0,223.626,51.02336,59.45,26.506,1846.0,3246.0,13276.0
892,2010-07-31,24.0,223.581,50.9811,59.573,26.646,1843.0,3249.0,13241.0
893,2010-08-01,24.0,223.686,50.9903,59.541,26.608,1840.0,3257.0,13246.0
894,2010-08-02,24.0,223.383,51.03961,59.729,26.803,1846.0,3260.0,13257.0
895,2010-08-03,24.0,223.147,51.06005,59.885,26.945,1843.0,3277.0,13277.0
896,2010-08-04,24.0,223.287,51.09224,59.779,26.83,1841.0,3273.0,13274.0
897,2010-08-05,22.17,224.541,47.34201,60.153,27.314,1572.0,3015.0,12074.0
898,2010-08-06,24.0,224.2,50.95744,58.494,25.676,1796.0,3439.0,13590.0
899,2010-08-07,22.5,225.169,44.77168,61.677,29.155,1498.0,2881.0,12602.0
900,2010-08-08,24.0,224.563,50.91261,58.318,25.965,1801.0,3453.0,13761.0
901,2010-08-09,24.0,224.308,51.02319,58.562,26.194,1813.0,3457.0,13679.0
902,2010-08-10,24.0,224.207,51.05299,58.77,26.391,1820.0,3363.0,13511.0
903,2010-08-11,24.0,224.339,51.07409,58.67,26.278,1821.0,3375.0,13359.0
904,2010-08-12,24.0,224.165,51.18385,58.827,26.441,1819.0,3382.0,13235.0
905,2010-08-13,24.0,224.384,51.26246,58.564,26.172,1820.0,3394.0,13244.0
906,2010-08-14,24.0,224.443,51.30891,58.508,26.122,1821.0,3391.0,13262.0
907,2010-08-15,23.09,224.365,49.59304,59.088,26.823,1729.0,3193.0,12829.0
908,2010-08-17,0.0,311.606,44.72105777777778,2.275,3.456,0.0,0.0,4275.307692307692
909,2010-08-20,0.0,309.984,39.84907555555556,3.995,0.768,0.0,0.0,5141.4807692307695
910,2010-08-21,0.0,312.029,34.97709333333333,4.028,0.851,0.0,0.0,5430.205128205128
911,2010-08-22,0.0,314.134,30.10511111111111,3.538,0.801,0.0,0.0,5718.929487179487
912,2010-08-23,0.0,314.025,25.23312888888889,3.677,0.984,0.0,0.0,6007.653846153846
913,2010-08-25,0.0,314.124,20.361146666666663,3.485,0.894,0.0,0.0,6585.102564102564
914,2010-08-26,0.0,314.119,15.489164444444441,3.448,1.328,0.0,0.0,6873.826923076924
915,2010-08-27,0.0,314.409,10.617182222222219,3.122,2.899,0.0,0.0,7162.551282051282
916,2010-08-28,0.18,212.591,5.7452,102.187,82.577,0.0,0.0,7451.275641025641
917,2010-08-29,23.5,217.133,30.08677,84.388,52.757,1070.0,2078.0,7740.0
918,2010-08-30,24.0,215.074,32.73609,84.875,52.334,1242.0,1690.0,8554.0
919,2010-08-31,24.0,214.742,29.39564,87.166,54.626,1126.0,1610.0,7858.0
920,2010-09-01,20.42,215.634,26.87418,87.013,54.641,983.0,2113.0,8323.0
921,2010-09-02,24.0,216.662,45.57076,70.129,37.842,1940.0,2660.0,11813.0
922,2010-09-03,24.0,217.814,47.71704,66.36,33.915,2007.0,2820.0,11849.0
923,2010-09-04,24.0,219.12,49.73757,62.995,30.396,2081.0,3009.0,12165.0
924,2010-09-05,24.0,219.89,50.54958,61.801,29.199,2071.0,3261.0,12230.0
925,2010-09-06,24.0,220.378,50.79977,61.389,28.452,2041.0,3188.0,12321.0
926,2010-09-07,24.0,220.675,50.80463,61.225,28.159,2037.0,3472.0,12441.0
927,2010-09-08,24.0,221.142,50.78386,60.926,27.848,2016.0,3324.0,12717.0
928,2010-09-09,24.0,221.665,50.80705,60.725,27.686,2000.0,3503.0,12870.0
929,2010-09-10,24.0,222.174,50.84661,60.327,27.297,1894.0,3085.0,12940.0
930,2010-09-11,24.0,222.811,51.32348,59.505,26.584,1908.0,3160.0,11752.0
931,2010-09-12,24.0,224.997,62.176,51.726,19.649,2023.0,3456.0,8767.0
932,2010-09-13,24.0,225.414,64.1697,50.886,18.797,1969.0,3615.0,9534.0
933,2010-09-14,24.0,226.475,69.08174,48.621,16.452,2039.0,3520.0,8338.0
934,2010-09-15,24.0,227.409,72.18922,47.273,15.064,2055.0,4131.0,8026.0
